ID,TITLE,DESCRIPTION,DURATION,STATUS,DATE PUBLISHED,KEYWORDS,VIDIQ SCORE,VIEWS,YT LIKES,YT COMMENTS,DESC LINK COUNT,DESC WORD COUNT,CREATOR SUGGESTED,ENGAGEMENT RATE
04_Znifwy98,Hania Aamir VS Asim Azhar | THE END !!!,"Download OctaFX Copytrading App to start earning like a PRO🔝:  Invest at your own risk and do your research before investing anything.  http://bit.ly/OctaFX_Ducky_CT Get a 50% bonus on your first copying⭐  Don't forget to subscribe and press the bell icon  Thank you for watching !!  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",14:51,public,6/8/2021,"asim azhar, hania amir, hania aamir, asim azhar and hania amir, asim azhar and hania aamir, asim azhar and hania amir controversy, hania, aamir, amir, asim, azhar, hania amir video viral live, hania amir live session incident, hania amir exposed, hania aamir exposed, ducky bhai, duckybhai, duck bhai hania amir, ducky bhai asim azhar",97.22327002933963,4632354,401K,21K,6,120,5,3
e2lKOctPw-g,100 BILLION DIRHAM ULTIMATE SETUP TOUR !!!,"Don't forget to like and Subscribe.  Download the OctaFX official app and start earning today! Link:   Invest at your own risk and do your research before investing anything    https://www.bit.ly/OctaFX_Ducky_2021 Double your first deposit of any size with the DUCKYSPRINGS promo code!  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Ending Song: https://youtu.be/ZjpZCBMNMXE  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing  PC specs  Intel Core I7 8700k CPU 32GB DDR4 Ram Corsair 1 TB SSD 4TB SSHD RTX 2080 GPU",11:47,public,3/31/2021,"setup, tour, setup tour, ducky bhai setup tour, ducky, bhai, ducky bhai, duckybhai, ducky bhai vlogs, tiktok, ducky bhai tiktok, ULTIMATE SETUP TOUR, 100 BILLION DIRHAM, Mythpat setup tour, setup tour mythpat, mythpat vlog, mythpat funny, mythpat money, setup tour funny, ducky bhai vlog, expensive setup tour, world best setup tour, gaming, gaming setup, best gaming setup, best gaming setup in the world",91.01689729984996,3994476,302K,13K,7,135,7,3
2YvABi0-QoU,DESI PEOPLE ON WHATSAPP !!!,"Don't forget to like and Subscribe.  Special thanks to Romaisa Khan (@RomaisaKhan )  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Ending Song: https://youtu.be/77N4VpJdkss  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",10:26,public,3/21/2021,"ducky bhai, ducky, Romaisa, khan, romaisa khan, romaisa khan tiktok, ducky bhai tiktok, ducky bhai romaisa khan, vlogs, whatsapp, Zaid, ZaidAliT, Zaid Ali, Funny, Comedy, Skit, Vine, Trending, Whatsapp, Tiktok, desi, desi people, brown people, DESI PEOPLE ON WHATSAPP",91.53477631,2551251,260K,11K,6,91,8,4
p49iq1EGQCE,Pakistani TIKTOKERS Can Make Better Cricket Anthem !!!,"Thank you for watching !!  Edits by Muneeb ki memes and DuckyBhai: https://www.youtube.com/c/MuneebKiMemes1  Ending Song: https://youtu.be/PWAt_6OaWXg  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",8:41,public,2/11/2021,"nadeem, nani wala, mubarak, nadeem mubarak, aima, aima baig, aima baig dance, aima baig songs, psl, anthem, psl anthem, tik tok, tiktok, tiktoker, tiktokers, nadeem mubarak tiktok, nadeem mubarak official, pakistan, tiktok pakistan, tiktoks, tiktok 2021, india, hindi, comedy, viral, viral tiktok, ducky, duckybhai, ducky bhai, ducky bhai psl, ducky bhai tik tok, Pakistani TIKTOKERS, Cricket, Cricket Anthem",96.66545123925204,3766013,357K,14K,7,91,7,3
JnOgwm7pNk0,I Cheated In Exams And Never Got Caught (Storytime),"Don't forget to subscribe and press the bell icon  Thank you for watching !!  Pakistan Creator Academy kicks off! Follow our event now & Win PKR 1,000,000  # SnackActingStar  Instagram: https://www.instagram.com/snackvideo.pakistan/ Youtube: https://www.youtube.com/channel/UCVdT8lKGn9X8ps4SYOuQ3Dw  thumbnail by: https://twitter.com/xShaail?s=09  Ending Song: https://youtu.be/PWAt_6OaWXg  Editor: ME :)  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",10:01,public,1/27/2021,"story time, ducky, bhai, ducky bhai, duckybhai, triggered insaan, triggered, triggered insaan story time, viral, india, comedy, tiktok, funny, hindi, exams, cheating, cheat, cheating in exams, papers, caught cheating, caught cheating in exam, exam cheating, before vs after exams, after exams, school life, exam, storytime",88.01653551731783,2190336,190K,0,9,117,7,3
_f9RmvMaRFU,I AM IN A MUSIC VIDEO !!!,"Don't forget to like and Subscribe.   Song: https://youtu.be/KXeGOPX052g  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing  People in this video:  Asim Azhar: @Asim Azhar  Romaisa Khan: @Romaisa Khan  Rahim Pardesi: @Rahim Pardesi",11:04,public,12/26/2020,"asim azhar, asim, azhar, ducky bhai, ducky, vlog, Romaisa, khan, romaisa khan, romaisa khan tiktok, asim azhar new song, ducky bhai tiktok, ducky bhai romaisa khan, asim azhar songs, vlogs, music, music video",90.82821529958139,3611630,342K,0,6,99,6,3
2WBdSnkPhCc,GETTING ROASTED BY GIRL TIKTOKER !!!,"Don't forget to subscribe and press the bell icon  Thank you for watching !!  Ending Song: https://youtu.be/77N4VpJdkss  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",14:36,public,12/18/2020,"tik tok, tiktok, pakistani, pakistani tiktok, nadeem nani wala, nadeem mubarak official, nadeem mubarak, ali khan, ali, khan, hyderabadi, ali khan hyderabadi, pakistan, tiktok pakistan, tiktoks, tiktok 2020, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai, nadeem mubarak iphone, silent, girl, silent girl, silent girl song, silent girl tiktok, silent girl viral video, silent girl leak, getting roasted by tiktokers, tiktok girl, girl roasted me",-,5222104,548K,0,6,92,11,4
YcIxVsBdXI4,Meet The Loudest Girl On Pakistani TikToK | Silent Girl | These Girls Must Be Stopped !!!,"Don't forget to subscribe and press the bell icon  Thank you for watching !!  Music in the video: (Mattia Cupelli )  https://youtu.be/_JYHk_D5A44  Ending Song: https://youtu.be/77N4VpJdkss  Edits: https://www.youtube.com/c/MuneebKiMemes1  Silent Girls song roast part was helped by Raja Jee Raja Jee: https://youtu.be/74lywAuYDZw  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking about what the people are doing in general & not the individual themselves, please don't go spreading hate it's all  for laughs. For detailed disclaimer please refer to the below link. https://drive.google.com/file/d/1A_6SsdQn8iGQg4LhXKYTPGBgX0WE8d5u/view?usp=sharing",11:29,public,12/11/2020,"tik tok, tiktok, pakistani, pakistani tiktok, nadeem nani wala, nadeem mubarak official, nadeem mubarak, ali khan, ali, khan, hyderabadi, ali khan hyderabadi, pakistan, tiktok pakistan, tiktoks, tiktok 2020, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai, nadeem mubarak iphone, silent, girl, silent girl, silent girl song, silent girl tiktok, silent girl viral video, silent girl leak",98.57169721529132,5440972,478K,21K,9,115,11,3
F2T69T9MzqY,iPhone 12 Honest Review By Apple Hater !!!,Don't forget to subscribe and press the bell icon  Thank you for watching !!  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Edits by Muneeb ki Memes: https://www.youtube.com/c/MuneebKiMemes1  Gameplay: https://www.youtube.com/NoCopyrightGameplays,8:01,public,11/9/2020,"iphone, iphone 12, iphone 12 pro, iphone 12 pro max, iphone 12 unboxing, iphone 12 pro max unboxing, iphone mini, iphone 12 review, iphone 12 pro max review, honest review, review, technical guruji, technical guruji iphone 12, ducky bhai, duckybhai, ducky bhai iphone",-,2376049,279K,0,6,34,12,4
3Rib5jA5ryc,Meet The Most Useless TIKTOKER Of Pakistan !!!,Don't forget to subscribe and press the bell icon  Thank you for watching !!  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Ending Meme by : Shareef Larka : https://www.youtube.com/ShareefLarka Ihtisham : https://instagram.com/ihtisham.ki.chussain  Gameplay: https://www.youtube.com/NoCopyrightGameplays,11:02,public,10/17/2020,"tik tok, tiktok, pakistani, pakistani tiktok, nadeem nani wala, nadeem mubarak official, nadeem mubarak, ali khan, ali, khan, hyderabadi, ali khan hyderabadi, pakistan, tiktok pakistan, tiktoks, tiktok 2020, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai",96.46157530351137,3792323,375K,31K,7,39,10,4
j9BzrAnsX_Q,Collab With A TikToker? | QnA !!!,Download Free Fire: https://freefire.onelink.me/Io8U/6b310fa1 Lucky Wheel: https://launch.ff.garena.pk/lucky-wheel  Don't forget to subscribe and press the bell icon  Thank you for watching !!  Ending Song: https://youtu.be/TkI8PT7bQoA  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,8:36,public,10/3/2020,"tik tok, tiktok, tiktoker, nadeem mubarak, nadeem nani wala, ducky, bhai, ducky bhai, duckybhai, qna",-,2188110,200K,0,7,36,5,3
IW9WWYBSWZM,Meet The Father Of Pakistani TIKTOK | These Kids Must Be Stopped !!!,Don't forget to subscribe and press the bell icon  Thank you for watching !!  Rahim Pardesi: https://www.youtube.com/channel/UC-awjwg4N6lWu1TSK1ostjQ  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/,12:14,public,9/29/2020,"tik tok, tiktok, pakistani, pakistani tiktok, nadeem nani wala, nadeem mubarak official, nadeem mubarak, ali khan, ali, khan, hyderabadi, ali khan hyderabadi, pakistan, tiktok pakistan, tiktoks, tiktok 2020, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai, nadeem mubarak iphone",-,7591340,439K,18K,5,29,6,3
21iwFOJM9qY,Pakistani TIKTOKER Made A Diss Track On Me | These Kids Must Be Stopped !!!,Video has been trimmed because of legal issues.  200k likes plz.  Thank you for watching !!! Follow me on.  Ending Song: https://youtu.be/3u6qoOL6w18  Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/,6:21,public,9/6/2020,"tiktok, pakistan, tiktok pakistan, alex bhatti, alex bhatti tik tok dance, alex bhatti tiktok, hussain tareen, tiktoks, tik tok, tiktok 2020, hussain tareen tiktok, jannat mirza, jannat mirza tik tok, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai, minahil malik, minahil malik tiktok, areeka haq, areeka haq tiktok, haris ali, haris ali tik tok, alex bhatti diss",-,8820816,743K,55K,5,31,6,3
7kbJRlvH2Zo,DEAR GOVERNMENT | UNBAN PUBG !!!,instagram► https://www.instagram.com/duckybhai/  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  #UnBanPUBG,7:58,public,7/2/2020,"pubg, mobile, pubg mobile, pubg ban, pubgban, pubg mobile ban, pakistan, pubg ban pakistan, pta, pta bans pubg, ducky bhai, duckybhai, ducky bhai pubg",-,2282411,262K,0,5,15,3,4
oFefxmkBPYk,Indian Adult Prank Channels Must Be Stopped !!!,"instagram► https://www.instagram.com/duckybhai/  Follow me on.  Gaming Channel► https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Ending Song: https://youtu.be/v43xfWOud-w  Editor: https://youtu.be/2gHgBUmAjak  Disclaimer: DISCLAIMER: Please don't go out of your way to  or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking and criticising about what the people are doing not the individual themselves, please don't go spreading hate it's all for laughs   Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10:31,public,6/28/2020,"hindi, india, indian, indian pranks, pranks in india, Must Be Stopped, ducky bhai, duckybhai, adult",-,3384206,243K,9.9K,7,127,8,3
OfZlYZq-JDw,I Got Arrested (Storytime) !!!,"Download the OctaFX Trading App  Invest at your own risk and do your research before investing anything   https://bit.ly/duckybhai_OctaFX and get 5,000 USD in your demo account. Enter promo code “DUCKYBHAI” in menu option “Our offers” and double your first-time deposit!  Thank you for watching !!!  Follow me on.  Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/",12:37,public,6/10/2020,"story time, arrested, police, security, ducky, bhai, ducky bhai, duckybhai, triggered insaan, triggered, triggered insaan story time, viral, india, comedy, tiktok, funny, hindi",-,2928345,299K,0,5,57,12,4
PbSYN7jTWcc,The Dark Side Of Pakistani TIKTOK | These Kids Must Be Stopped !!!,200k likes plz. Just don't ban PUBG Mobile that's all i ask :(  Thank you for watching !!!   Follow me on.  Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/,9:54,public,6/5/2020,"tiktok, pakistan, tiktok pakistan, alex bhatti, alex bhatti tik tok dance, alex bhatti tiktok, hussain tareen, tiktoks, tik tok, tiktok 2020, hussain tareen tiktok, areeka haq, areeka haq tiktok, jannat mirza, jannat mirza tik tok, india, hindi, tiktok india, comedy, viral, viral tiktok, duckybhai, ducky bhai",100,6475203,422K,20K,4,30,11,3
tpc1xXCnRI4,YOUTUBE VS TIK TOK | THIS IS WAR !!!,Thank you for watching !!!  Follow me on.  Music in the video: (Mattia Cupelli )  https://youtu.be/_JYHk_D5A44  Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/,10:02,public,5/8/2020,"tiktok, tik tok, youtube, you tube, tiktok vs youtube, tik tok vs you tube, viral, viral tiktok, tiktok india, india, TIK TOK ROAST, tik tok 2020, roast, Amir Siddiqui, joker, ducky, ducky bhai, duckybhai",-,4603837,473K,0,5,25,10,4
SN4t-dw3wlA,My Response To BTS ARMY !!!,Thank you for watching.,10:06,public,3/12/2020,"bts, army, army's, pakistani bts, bts pakistan, ducky bhai bts, ducky bhai vs bts, pakistani army, viral, funny, comedy, ducky bhai, duckybhai",-,2252742,161K,23K,0,4,6,3
cuVDRGD0SDY,I AM LOOKING FOR A GIRL !!!,"Thanks for watching and don't forget to subscribe :D  Watch VMate Asli Holibaaz short movie air on March 8th and check out who’s the Asli Holibaaz! Friends, stay tuned for VMate Asli Holibaaz short movie and watch Bhuvan Bam and Ashish Chanchalani fight it out for the Asli Holibaaz and 100 Crore, search “V-M-A-T-E, VMate in Google Play and download it at http://bit.ly/2wnyd6F, 100% cash, 50 new Redmi 8 phones and a brand new car is waiting for you!   Watch the film starred by AC and BB NOW: http://bit.ly/2wnyd6F Vote for them and win a new car now: https://bit.ly/32Me0TW  Music in the video: (Mattia Cupelli )  https://youtu.be/_JYHk_D5A44  raja jee: https://www.youtube.com/channel/UClbxD8L5gaMcqeZxhv-GtjA  Ending Song: Pindi Aye: https://youtu.be/yiWbWFqLDiE  Editor Muneeb ki memes: https://www.youtube.com/channel/UClTCnXcEiqnGVNgkVDQa5CQ  Follow me on.  Gaming Channel: https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Disclaimer: DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking and criticising about what the people are doing not the individual themselves, please don't go spreading hate it's all for laughs   Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",8:19,public,3/7/2020,"girl, girlfriend, girl friend, rishta, rishta videos, funny rishta videos, tiktok, tiktok funny, matrimonial, matrimonial videos, funny matrimonial videos, ducky, bhai, duckybhai, ducky bhai, funny, comedy, viral, indian, shadi, marriage",-,2019543,134K,9K,11,240,8,3
Q0AA6Lq_Xz4,Funniest INDIAN ADS That Are Senseless And Stupid !!!,"Thank you for watching.. Don't forget to Subscribe !!!  raja jee: https://www.youtube.com/channel/UClbxD8L5gaMcqeZxhv-GtjA  Ending Song: Pindi Aye: https://youtu.be/yiWbWFqLDiE  Editor Muneeb ki memes: https://www.youtube.com/channel/UClTCnXcEiqnGVNgkVDQa5CQ  Hago ads clips were given by Triggered Insan: https://www.youtube.com/channel/UCfLuT3JwLx8rvHjHfTymekw  Follow me on.  Gaming Channel: https://www.youtube.com/c/duckyextra instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/    Disclaimer: DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking and criticising about what the people are doing not the individual themselves, please don't go spreading hate it's all for laughs   Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10:22,public,2/27/2020,"indian, ads, funny indian ads, funniest indian ads, funny ads, tiktok, tiktok india, tik tok, comedy, funny, funny tiktok videos, viral, ducky, bhai, duckybhai, ducky bhai, banned indian ads, banned ads",-,3326202,190K,7.9K,8,151,9,3
7ijb7RJ0cxE,So Sorry !!!,Kindly remove it from your Facebook pages as well before strikes.  I will make it upto you guys don't worry :D,2:32,public,2/18/2020,"ducky, bhai, ducky bhai, sorry, apology, so sorry, ducky bhai sorry",-,1072478,92K,5.5K,0,21,7,3
IbiZZdNAb6E,I DANCED IN PUBLIC BECAUSE I WON !!!,Thank you for watching !!!  Ending Song: Toxic https://youtu.be/B6Ly_Pwl1RI  Rahim Pardesi: https://www.youtube.com/channel/UC-awjwg4N6lWu1TSK1ostjQ  voice over thugs of pakistan meme: https://youtu.be/ZnoQPLuzf0E  Follow me on.    Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/,12:05,public,2/16/2020,"pisa, dance, ducky bhai, ducky, duckybhai, rahim, pardesi, rahim pardesi, funny, comedy, viral",100,3849341,251K,16K,7,31,6,3
tTreOTL2aMY,I WON YOUTUBER OF THE YEAR AWARD !!!,"Thank you for supporting me. I love you :D Also 300k likes pls  HD clips by mooroo: https://www.youtube.com/user/mooroosicity  Abu Dhabi Drone clips (Nice Drone Videos): https://youtu.be/wGs96ifXrnw  Music 1: Nanomake - Come Dance: https://youtu.be/e7EfzmdclUM Music 2: ""Cjbeards - Fire and Thunder"" is under a Creative Commons license (CC BY 3.0). Music promoted by BreakingCopyright: https://youtu.be/KkSfEQcZHy8  Other people mentioned in the video  Raza Samo: https://www.youtube.com/channel/UCw5z1bEMXv7uVyQ0gZ5VVJg Zaid Ali: https://www.youtube.com/user/Baloch6731 shaveer jafry: https://www.youtube.com/channel/UChIrj5Qb5V-TZIRrk0Df-Uw Rahim Pardesi: https://www.youtube.com/channel/UC-awjwg4N6lWu1TSK1ostjQ Sham Idrees: https://www.youtube.com/channel/UC7qaNVPckYkv499IUZC8xQw Hera and Hem: https://www.youtube.com/channel/UCfkV5HKWqiUS6lPU5N93R2Q  #pisa2020",11:03,public,2/10/2020,"PISA, AWARDS, CELEBRITIES, Ducky, Bhai, Mooroo, YouTubers, shahveer jafry, sham idrees, duckybhai, ducky bhai, ducky bhai pisa award, dubai, ducky bhai dubai, vlog, ducky bhai vlog, zaid ali, zaidalit, rahim pardesi, youtuber award, pisa 2020",-,5904212,423K,26K,10,80,7,3
Pr1NGvfvlB8,This Viral TikTok Joker Must Be Stopped !!!,"Vote here: http://voting.pisa.com.pk/   Thanks for watching. Like and Subscribe !!!  Use code ""DuckyExtra"" in the bottom right corner of the fortnite item shop !!  📍Discord : https://discord.gg/Jj4GkE8   Editor by (Muneeb ki memes): https://www.youtube.com/channel/UClTC...  RajaJee: https://www.youtube.com/channel/UClbx...  Gameplay: https://youtu.be/bambSLiP71A   Follow me on.    Gaming Channel: https://www.youtube.com/c/duckyextra  instagram► https://www.instagram.com/duckybhai/  Twitter► https://twitter.com/duckybhai  Facebook► https://www.facebook.com/duckybhaivlogs/      Disclaimer: DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking and criticising about what the people are doing not the individual themselves, please don't go spreading hate it's all for laughs     Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",8:35,public,1/10/2020,"joker, tiktok, tiktok joker, viral viktok, viral joker, viral tiktok joker, tiktok india, rizxtar, rizxtar tiktok, rizxtar joker, rizxtar funny, joker roast, joker funny, tiktok joker funny, tik tok, tik tok joker, viral tik tok joker, comedy, funny, funny tiktok videos, viral, ducky, bhai, duckybhai, ducky bhai",-,6020754,357K,25K,9,157,7,3
eiW-M_Q74o4,STOP MAKING BHABHI VIDEOS TRENDING !!!,"Thanks for watching. Like and Subscribe !!!   Use code ""DuckyExtra"" in the bottom right corner of the fortnite item shop !!   📍Discord : https://discord.gg/Jj4GkE8     Gameplay: https://www.youtube.com/watch?v=YANZzc_bHSU&feature=youtu.be    Follow me on.      Gaming Channel: https://www.youtube.com/c/duckyextra   instagram► https://www.instagram.com/duckybhai/   Twitter► https://twitter.com/duckybhai   Facebook► https://www.facebook.com/duckybhaivlogs/         Disclaimer: DISCLAIMER: Please don't go out of your way to or hate on anyone I talk about in my videos, this channel is to entertain people and I usually focus on joking and criticising about what the people are doing not the individual themselves, please don't go spreading hate it's all for laughs       Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",10:00,public,12/11/2019,"devar, bhabhi, school, dudh, doodh, doodh wala, school teacher, TikTok, challenge, tiktok cringe, cringe, funny tiktok, tiktok funny, indian tiktok, ducky bhai, ducky, duckybhai, ducky bhai tiktok, viral, funny, comedy, trending",-,2508580,162K,0,6,146,7,3
Rmr_tFYYqVc,You Lose You Get Slapped | Impossible Quiz Slap Challenge !!!,Thanks For watching. Don't forget to subscribe !!!  Follow me on.  instagram► https://www.instagram.com/duckybhai/ Twitter► https://twitter.com/duckybhai Facebook► https://www.facebook.com/duckybhaivlogs/  Khujlee Family: https://www.youtube.com/channel/UCw5z1bEMXv7uVyQ0gZ5VVJg Mooroo: https://www.youtube.com/user/mooroosicity,11:55,public,11/17/2019,"impossible, slap, challenge, funny, funny slap, funny challenge, khujlee, family, khujlee family, viral, trending, lol, laught, gaming, indian gaming, ducky, ducky bhai, duckybhai, impossible game, game, you, loose, get, slapped, You Loose You Get Slap, quiz, impossible quiz",-,2601324,152K,0,5,22,8,3
